id_0|producto_1|precio_de_venta_2|0_3|cantidad_4|costo_compra_5|provedor_6|grupo_7|multiusos_8|cantidad_productos_por_paquete_9|
1424|tabi charro150g|10|7503022458437|-10000|8|dulce tarry|||1|
1425|sabritas flamin hot 170g|33|7501011159266|-10000|0|sabritas|||1|
1426|agüita uva 300ml|8|7506475100274|-10000|5.8|nestle|||1|
1427|agüita manzana 300ml|8|7506475100298|-10000|5.8|nestle|||1|
1428|vickychelada 473ml|20|7501064195334|-10000|0|corona|||1|
1429|tartaletas fresa 116.6g|15|7503031028638|-10000|0|marinela|||1|
1430|carlos v semiamargo 20g|8.5|7501059299252|-10000|0|turin|||1|
1431|bolsaza chetos|23|7501011130937|-10000|0|sabritas|||1|
1432|canelitas tubo chico 180g|17|7501030490937|-10000|14|marinela|||1|
1433|bolzasa sabritas|16|7500478007622|-10000|0|sabritas|||1|
1434|fruttzo naranja 1.5L|18|7501022010778|-10000|0|pepsi|||1|
1435|fruttzo mandarina 1.5L|18|7501022010877|-10000|0|pepsi|||1|
1436|papel fioret 300H|27|7500463156519|-10000|22.5|salma|||1|
1437|servilleta fioret 125H|11|7500463156526|-10000|9|salma|||1|
1438|always seca 8 toallas|22|56100024798|-10000|18|salma|||1|
1439|encendedor cue|10|855553008580|-10000|8|quala|miscelaneos||50|
1440||0|633148211139|-10000|0|quala|||1|
1441|chips fuego|15|757528042585|-10000|0|barcel|botana||6|
1442|activia ciruela pasa 900g|42.5|7501032398330|-10000|26.41|danone|||1|
1443|papel fioret J 400H|29|7500463156502|-10000|23|salma|||1|
1444|jumex mango 200ml|9|75010911|-10000|0|jumex|||1|
1445|jumex durazno 200ml|9|75010935|-10000|0|jumex|||1|
1446|jumex manzana 200ml|9|75010928|-10000|0|jumex|||1|
1447|sky blue mango/durzn 275ml|20|664804001092|-10000|0|bona/gato|||1|
1448|jarrito piña 3L|28|7501441615127|-10000|0|pepsi|||1|
1449|tostachos 77g|10|7503030199186|-10000|0|barcel|||1|
1450|canada ginger 600ml|10|7501198350432|-10000|7.5|pepsi|||1|
1451|head shoulder men|15|7506339326468|-10000|0|dicorsa|||1|
1452|mundet mnzn/drzn 2L|23|7501055364077|-10000|0|coca|||1|
1453|pingúinos 3pzs|18|7501030475743|-10000|0|marinela|||1|
1454|aceite patrona 1L|34|7501060500019|-10000|0|casa vargas|||1|
1455|m&ms 43.8g choco|15|7502271911427|-10000|0|orbit|||1|
